shoe_name,shoe_price,shoe_category,shoe_nColors
Tenis Trae Young 3 Low,"$3,599",Basketball,2
Tenis Ultraboost Light,"$3,359",Running,21
Tenis Stan Smith,"$2,099",Originals,12
Tenis Galaxy Star,"$1,699",Running,5
Tenis Hyperturf Adventure,"$1,887",Originals,9
Tenis Superstar XLG,"$2,599",Originals,2
Tenis AlphaEdge +,"$1,599",Sportswear,6
Tenis Adistar 2.0,"$2,939",Running,9
Sandalias Adilette,"$1,034",Hombre Originals,23
Tenis OwnTheGame,"$1,499",Hombre Sportswear,7
Tenis Superstar 82,"$2,799",Originals,1
Tenis de Running Switch FWD,"$2,939",Running,6
Tenis X_PLR Boost,"$2,559",Sportswear,17
STAN SMITH LUX,"$3,199",Hombre Originals,2
Tenis Grand Court Alpha,"$1,799",Sportswear,3
Tenis Response Runner,"$1,299",Running,12
Tenis Rivalry Low,"$2,199",Originals,5
Tenis Stan Smith Recon,"$3,199",Originals,1
Tenis Forum Mid,"$2,599",Originals,1
Tenis Adistar 2.0,Unknown,Running,7
Tenis Runfalcon 2.0,"$1,399",Running,17
Tenis Adizero Adios 7,"$2,939",Running,5
Calzado de fútbol Predator Accuracy.2 Terreno Firme,"$3,779",Fútbol,3
Tenis Postmove,"$1,699",Hombre Sportswear,5
Tenis Stan Smith,"$2,099",Originals,10
Calzado de Fútbol Predator Freestyle,"$2,299",Fútbol,2
Tenis Ultraboost Light 23,"$3,359",Running,2
Tenis NMD_R1,"$2,855",Originals,10
Tenis Duramo RC,"$1,299",Running,6
Tenis Duramo Speed,"$2,199",Running,10
ADIZERO SL,"$2,699",Running,16
Tenis Everyset,"$1,699",Training,6
Calzado de Fútbol Deportivo II Cancha Cubierta,"$1,099",Fútbol,3
Tenis Defiant Speed para Tenis,"$1,919",Tennis,1
Calzado de Fútbol Goletto VIII Pasto Sintético,"$1,199",Fútbol,3
Tenis Adistar 2.0,"$2,764",Running,9
Calzado de Fútbol Deportivo II Multiterreno,"$1,099",Fútbol,3
Tenis NMD_S1,"$3,359",Originals,4
Tenis Response CL,"$3,199",Originals,4
Calzado de Golf S2G Spikeless Leather 24,"$2,499",Hombre Golf,1
Tenis Galaxy 6,"$1,499",Running,14
Tenis X_PLORBOOST,"$2,359",Sportswear,12
Tenis de Running Ultrabounce TR Bounce,"$2,183",Running,1
Tenis Guam,"$2,399",Originals,1
STAN SMITH GOLF,"$2,999",Golf,1
Tenis Y-3 Superstar,"$4,799",Y-3,5
Y-3 KAIWA,"$7,999",Y-3,4
Tenis Ultraboost Light,"$3,999",Running,17
Tenis Gazelle Bold,"$2,499",Originals,9
Tenis Courtblock,"$1,199",Sportswear,10
Tenis NMD_R1 V3,"$2,483",Originals,14
Sandalias adilette Lite,$849,Originals,4
OZELIA,"$2,599",Originals,2
Sandalias Adilette Comfort,$999,Sportswear,1
Tenis de Running Alphabounce+ Sustainable Bounce,"$1,899",Sportswear,10
Y-3 RUNNER 4D HALO,"$10,999",Y-3,3
Tenis adidas VL Court 3.0,"$1,499",Sportswear,2
Calzado Copa Pure II.3 Terreno Firme,"$2,199",Fútbol,1
Tenis Questar,"$1,899",Running,8
Tenis Alphaboost V1,"$2,699",Sportswear,8
Tenis Advantage,"$1,399",Sportswear,12
Tenis Matchbreak Super,"$1,579",Originals,4
Tenis Ultraboost Light,"$3,359",Running,21
Calzado X Crazyfast.3 Terreno Firme,"$2,299",Fútbol,3
Tenis de Senderismo Terrex AX4,"$2,899",TERREX,3
Tenis X_PLR Boost,"$2,759",Sportswear,17
Calzado de Fútbol Predator Accuracy.1,"$4,799",Fútbol,3
Tenis Superstar,"$2,199",Originals,23
Calzado de fútbol Predator Precision+ Terreno Firme,"$6,399",Fútbol,1
4DFWD 3 M,"$5,499",Running,4
Tenis Forum Low Classic,"$2,399",Originals,10
Tenis OZMILLEN,"$2,399",Originals,2
Tenis Ultraboost Light 23,"$3,999",Running,21
Tenis Forum Mid,"$2,599",Originals,6
Tenis Rivalry Low,"$1,895",Hombre Originals,13
Tenis Response,"$1,799",Running,6
Tenis Response CL,"$3,199",Originals,4
PREDATOR ELITE IN,"$3,499",Fútbol,1
Tenis de Running Switch FWD,"$2,764",Running,6
Tenis Pureboost 22,"$2,111",Running,2
Tenis X_PLRPHASE,"$2,399",Sportswear,1
Sandalias adilette,"$1,184",Hombre Originals,23
Calzado de fútbol Predator Accuracy.1 Terreno Firme,"$4,799",Fútbol,3
Tenis Adizero Boston 11,"$3,611",Running,6
Tenis X_PLR Pulse,"$1,199",Sportswear,5
Tenis Avery,"$2,369",Sportswear,14
Sandalias Adilette 22,"$1,299",Hombre Originals,4
Tenis Ultraboost Light 23,"$3,999",Running,21
Tenis Forum Bold Stripes,"$2,399",Originals,3
Tenis Pureboost 23,"$1,946",Running,5
Tenis Questar,"$1,899",Running,7
Tenis Galaxy 6,"$1,499",Running,14
Tenis Superstar,"$1,701",Originals,23
Tenis Advantage Base,"$1,299",Sportswear,5
Calzado de Fútbol X Crazyfast Pro Terreno Firme,"$3,999",Fútbol,1
Tenis AdiFOM Superstar,"$1,799",Originals,2
Tenis Mocaturf Adventure,"$2,064",Originals,2
Tenis Questar,"$1,899",Running,9
Tenis NMD_R1 Primeblue,"$3,399",Originals,31
Tenis Originals Gazelle Tecogo Tigres,"$2,099",Originals,3
Calzado de Fútbol Predator Accuracy.3 Pasto Sintético,"$1,816",Fútbol,1
PREDATOR XLG,"$3,599",Originals,2
Tenis X_PLR Path,"$1,299",Sportswear,6
Tenis Adizero RC 4,"$2,299",Running,7
Tenis Matchbreak Super,"$1,999",Originals,4
Tenis Gazelle,"$2,099",Originals,14
Tenis OZWEEGO,"$2,999",Originals,12
Tenis Racer TR21,"$1,699",Hombre Sportswear,8
Tenis Nizza Platform Mid,"$1,737",Originals,4
Tenis Handball Spezial,"$2,199",Originals,10
Tenis Swift Run,"$1,816",Sportswear,5
Calzado de Fútbol Goletto VIII Terreno Firme,"$1,199",Fútbol,1
Tenis Duramo RC,"$1,299",Running,5
Tenis Ultrabounce,"$1,655",Running,15
Tenis Top Ten RB,"$2,299",Originals,12
Tenis Y-3 Hicho,"$4,799",Y-3,1
Tenis Galaxy Star,"$1,699",Running,5
Tenis NMD_R1 V3,"$3,599",Originals,14
Tenis Forum Mid,"$2,599",Originals,6
Tenis Duramo Speed,"$2,199",Running,6
Tenis Superstar XLG,"$2,499",Originals,2
Tenis D.O.N. Issue 4,"$2,519",Basketball,5
Tenis Superstar XLG,"$2,599",Originals,2
Tenis Stan Smith CS,"$2,099",Originals,7
Tenis de Entrenamiento Dropset 2.0 Earth,"$2,399",Training,1
Tenis OZWEEGO,"$1,919",Originals,12
Tenis Gazelle,"$2,099",Originals,14
Tenis Stan Smith,"$2,099",Originals,1
Calzado de Fútbol X Crazyfast.1,"$4,799",Fútbol,2
Tenis Alphaboost V1,"$2,267",Sportswear,8
Tenis SoleMatch Control para Tenis,"$2,899",Tennis,3
Tenis ZX 8000,"$2,000",Originals,2
Tenis de Trail Running Tracefinder,"$1,699",TERREX,3
Tenis OZWEEGO,"$2,519",Originals,3
Tenis Top Ten 2010,"$2,685",Originals,2
Tenis Forum Mod Mid,"$2,699",Originals,1
Tenis Stan Smith CS,"$2,099",Originals,7
Tenis X_PLR Pulse,"$1,199",Sportswear,5
Tenis Avryn,"$2,519",Sportswear,14
Tenis Fluidflow 3.0,"$1,579",Sportswear,3
Tenis Pureboost 23,"$1,946",Running,4
Tenis Advantage,"$1,599",Sportswear,6
Calzado de Fútsal Predator Club Cancha Cubierta,"$1,499",Fútbol,2
Rivalry Mid Shoes,"$2,399",Originals,2
Calzado de Fútbol Copa Pure.1 Terreno Blando,"$6,399",Fútbol,1
Tenis Blondey Pro Model ADV,"$2,599",Originals,1
Sandalias Adilette Shower,$899,Sportswear,23
Tenis Questar,"$1,500",Running,8
Tenis Forum Low,"$2,399",Originals,11
Sandalias adilette,$809,Hombre Originals,23
Tenis OZWEEGO,"$2,519",Originals,1
Tenis Heawyn,"$1,847",Sportswear,4
Tenis Gazelle,"$2,099",Originals,3
Tenis Tyshawn,"$2,599",Originals,1
STAN SMITH CS,"$1,599",Originals,2
Tenis Campus 00s,"$2,499",Hombre Originals,10
ADIZERO SL,"$2,699",Running,16
adizero Impact.2,"$1,999",Lifestyle,1
ADIZERO SL,"$2,699",Running,16
Tenis NMD_R1,"$3,299",Hombre Originals,31
Calzado de fútbol X Speedportal+ Terreno Firme,"$9,999",Fútbol,2
Tenis de Senderismo Eastrail 2.0,"$2,299",TERREX,4
Sandalias Adilette 22,"$1,299",Hombre Originals,4
Tenis Rivalry 86 Low 2.5,"$2,299",Originals,2
Y-3 SUPERSTAR,"$7,999",Y-3,5
Tenis de Senderismo Terrex AX4 GORE-TEX,"$3,299",TERREX,5
Tenis adidas Court Silk,"$1,499",Sportswear,2
Tenis de Trail Running Terrex Soulstride Flow,"$2,999",TERREX,4
Sandalias Adilette Pride,"$1,184",Hombre Originals,1
Tenis Gazelle,"$2,099",Originals,14
URBAN COURT,$999,Sportswear,2
Tenis Top Ten 2010,"$3,399",Hombre Originals,2
Tenis Forum Deconstructed,"$2,799",Originals,2
Tenis Adizero RC 5,"$1,356",Running,6
Tenis de Golf Retrocross Spikeless,"$1,974",Hombre Golf,1
RESPONSE CL,"$3,199",Originals,4
Calzado de Fútbol Copa Pure II League Terreno Firme,"$1,999",Fútbol,3
Tenis adidas Front Court,"$1,699",Sportswear,2
Tenis X_PLR Path,"$1,299",Sportswear,1
Zapatos de Golf ZG23,"$2,359",Hombre Golf,5
Tenis de Senderismo Terrex AX4 Mid GORE-TEX,"$3,499",TERREX,1
PREDATOR XLG,"$3,799",Originals,2
Tenis Ultrabounce,"$2,015",Running,15
Tenis EQ21 Run,"$1,699",Running,10
Tenis Ultrabounce,"$1,895",Running,15
Tenis Adizero SL,"$2,699",Running,17
Tenis Gazelle Bold,"$2,499",Originals,9
Tenis Forum 84 High,"$3,299",Originals,1
Tenis EQ21 Run,"$2,199",Hombre Running,10
Tenis Duramo SL,"$1,499",Running,11
Tenis Courtblock,"$1,199",Sportswear,4
Tenis Samba OG,"$2,199",Originals,2
Tenis Blondey Pro Model ADV,"$2,053",Originals,1
Tenis Terrex Swift T3 Gore-Tex,"$3,799",TERREX,1
SheenWalk W,"$1,599",Caminar,2
Calzado de fútbol X Crazyfast Elite LL Terreno Firme,"$7,499",Fútbol,1
Calzado de fútbol Copa Pure II.1 Terreno Firme,"$4,479",Fútbol,2
Y-3 MARATHON TR,"$7,999",Y-3,2
Tenis Terrex Swift T3 Gore-Tex,"$3,799",TERREX,1
Tenis Gazelle,"$2,099",Originals,2
Tenis X_PLORBOOST,"$2,359",Sportswear,17
Tenis X_PLR Phase,"$1,895",Sportswear,4
Tenis Questar,"$1,899",Running,8
Tenis Questar,"$1,899",Running,9
Tenis Adistar 2.0,"$3,499",Running,9
Tenis Superstar Ripple NSRC,"$2,771",Originals,1
Tenis Adimatic,"$1,816",Originals,5
Tenis Gazelle,"$2,099",Originals,3
Sandalias Adilette Aqua (UNISEX),$799,Sportswear,15
Calzado de futboL X Crazyfast.3 Sin Cordones Césped artificial,"$2,399",Fútbol,2
Tenis Response Super 3.0,"$2,199",Running,7
Tenis Ultraboost Light 23,"$3,999",Running,17
Zapatillas de Mountain Bike Five Ten Freerider,"$2,699",Five Ten,2
Tenis Response Super,"$1,899",Running,5
Tenis para Mountain Bike Five Ten Freerider Lona,"$3,499",TERREX,1
Tenis Forum Mid,"$2,599",Originals,1
Tenis Advantage Base,"$1,299",Sportswear,3
Tenis Rivalry Low,"$2,199",Originals,13
Tenis adidas Grand Court Cloudfoam Comfort,"$1,499",Sportswear,2
Tenis Pureboost 23,"$3,299",Running,5
Tenis Coreracer,"$1,199",Sportswear,3
Tenis de Trail Running Terrex Soulstride,"$2,199",TERREX,3
Tenis OZWEEGO,"$2,519",Originals,3
Tenis Forum 84 Low CL Disney,"$2,899",Originals,1
Tenis Adizero Boston 12,"$4,299",Running,8
Tenis Adizero Prime X 2.0 STRUNG,"$5,999",Running,2
Tenis Superstar,"$2,799",Originals,5
Tenis Response,"$1,799",Running,6
Tenis Adizero Ubersonic 4.1 para Tenis,"$3,299",Tennis,3
Tenis Puig Indoor,"$2,299",Originals,1
Tenis Response Runner,"$1,299",Running,12
Tenis Questar,"$1,899",Running,7
Tenis Response Runner,"$1,299",Running,12
Tenis Adistar CS 2.0,"$3,799",Running,2
Tenis Response CL,"$3,099",Originals,3
Tenis Superstar,"$2,299",Originals,23
Tenis Lite Racer 2.0,"$1,299",Sportswear,3
Y-3 ITOGO,"$8,959",Y-3,2
Calzado de fútbol Copa Pure+ Terreno Firme,"$6,399",Fútbol,3
Tenis de Senderismo Eastrail 2.0,"$2,299",TERREX,3
Tenis Ultrabounce,"$2,015",Running,14
Tenis Superstar,"$2,299",Originals,23
Tenis Superstar,"$2,299",Originals,10
Tenis Forum Low,"$2,399",Originals,1
Tenis Ozelia,"$2,599",Originals,7
Tenis Run 60s 3.0 Lifestyle Running,"$1,499",Sportswear,8
Tenis OZELIA,"$2,053",Hombre Originals,7
Tenis Response Runner,"$1,104",Running,12
Tenis X_PLR Boost,"$3,999",Sportswear,2
Tenis Campus 00s,"$2,499",Originals,2
Tenis de Running Switch FWD,"$3,499",Running,4
Tenis DAME 8 EXTPLY,"$2,999",Basketball,4
Y-3 TERREX SWIFT R3 GTX HI,"$6,489",Y-3,1
Tenis NMD_V3,"$3,023",Originals,14
Tenis adidas VL Court 3.0,"$1,499",Sportswear,2
Tenis Response Super 3.0,"$1,737",Hombre Running,7
Tenis NMD_R1,"$2,999",Originals,2
Tenis SoleMatch Control para Tenis,"$2,899",Hombre Tennis,3
Calzado de fútbol X Crazyfast League Cancha Cubierta,"$2,199",Fútbol,1
Tenis Ultrabounce,"$1,895",Running,14
Y-3 KYASU LO,"$7,999",Y-3,2
Tenis Y-3 Superstar,"$6,999",Y-3,5
Tenis NMD_V3,"$2,303",Originals,14
Tenis Samba adidas Originals,"$1,078",Originals,2
Tenis X_PLORBOOST,"$3,999",Sportswear,12
Tenis X_PLORBOOST,"$2,559",Sportswear,12
Tenis Duramo Speed,"$2,199",Running,10
Tenis Response Super 3.0,"$1,869",Running,7
Tenis NMD_R1.V2,"$2,345",Hombre Originals,31
D-PAD,"$1,899",Sportswear,3
Tenis Duramo Speed,"$2,199",Running,10
Tenis de Trail Running Terrex Soulstride Flow,"$2,999",TERREX,4
Tenis Solarboost 5,"$3,799",Running,1
Tenis Avacourt para Tenis,"$2,123",Tennis,2
Tenis Runfalcon 2.0,"$1,399",Running,17
ADIZERO SL,"$2,699",Running,16
Tenis Advantage Base adidas Court,"$1,299",Sportswear,5
Tenis Ultraboost Light,"$3,999",Running,2
Tenis de Running Alphabounce+ Sustainable Bounce,"$1,579",Sportswear,10
Tenis Nizza Hi XY22 PRIDE,"$2,764",Originals,1
Tenis AlphaEdge +,"$1,599",Sportswear,6
Tenis adi2000 X,"$2,599",Originals,2
Tenis Campus 00s,"$2,499",Originals,10
Tenis Forum 84 Low,"$2,290",Originals,4
Tenis Samba OG,"$2,199",Originals,2
Tenis Takumi Sen 9 Y-3,"$6,799",Y-3,1
Tenis adidas Grand Court 2.0,"$1,499",Sportswear,1
Tenis Racer TR21,"$1,579",Sportswear,8
Tenis Midcity Low,"$1,899",Hombre Sportswear,4
Calzado de Fútbol Predator Accuracy.3,"$1,816",Fútbol,4
Tenis Racer TR23,"$1,579",Sportswear,11
Tenis OZMILLEN,"$2,399",Originals,4
Tenis NMD_S1,"$3,359",Originals,11
Tenis Swift Run,"$1,701",Sportswear,5
Tenis OZELIA,"$2,599",Originals,7
Tenis X_PLR Boost,"$2,759",Sportswear,12
Tenis Park ST,"$1,599",Sportswear,3
Tenis Dame 8 EXTPLY,"$3,299",Basketball,1
RETROCROSS 24,"$2,499",Golf,3
Tenis OZWEEGO,"$2,999",Originals,12
Calzado X Crazyfast.1 USA Terreno Firme,"$5,119",Fútbol,1
Calzado de Fútbol X Crazyfast Club Cancha Cubierta,"$1,499",Fútbol,1
TORSION SUPER,"$2,132",Originals,2
Tenis NMD_R1,"$3,399",Hombre Originals,31
Tenis Run 50S,"$1,099",Sportswear,5
Tenis Forum Bold Stripes,"$2,399",Originals,3
COPA PURE 2 ELITE KT SG,"$9,999",Fútbol,1
Tenis Ultraboost Light,"$3,999",Running,2
Tenis Nucombe,"$2,183",Originals,2
Tenis OZMILLEN,"$2,399",Originals,2
Tenis de Trail Running Terrex Soulstride,"$2,199",TERREX,3
Calzado de Fútbol Predator Accuracy.3 Sin Cordones Pasto Sintético,"$2,399",Fútbol,1
Tenis Campus 80s,"$2,499",Originals,4
Tenis Courtblock,"$1,199",Sportswear,10
Tenis Racer TR21 Cloudfoam Lifestyle Running,"$1,579",Sportswear,8
Tenis Response CL,"$3,199",Originals,1
Tenis Stan Smith,"$2,099",Originals,12
Y-3 ITOGO,"$12,999",Y-3,2
Y-3 KYASU LO,"$7,999",Y-3,2
Tenis Top Ten RB,"$2,299",Originals,12
Tenis de Running Alphabounce+ Sustainable Bounce,"$1,479",Sportswear,10
Tenis Superstar ADV,"$2,399",Originals,1
Calzado de Fútbol Predator Accuracy.4 Multiterreno,"$1,499",Fútbol,2
Tenis Adizero RC 4,"$2,299",Running,7
Tenis AlphaEdge +,"$1,599",Sportswear,3
Tenis Runfalcon 2.0,"$1,399",Running,17
Tenis Rivalry Low TR,"$2,799",Originals,2
Tenis Adimatic Mid x Maité,"$3,199",Originals,1
Tenis Retropy F90,"$2,699",Hombre Originals,3
Tenis Supernova Running 3,"$1,895",Running,4
Tenis Duramo Speed,"$2,199",Running,10
Tenis Campus 00s,"$2,499",Originals,1
Tenis Heawyn,"$1,847",Sportswear,4
Tenis Defiant Speed para Tenis,"$2,399",Tennis,2
Tenis Superstar 82,"$2,899",Originals,1
ADIZERO SL,"$2,699",Running,16
Y-3 TERREX SWIFT R3 GTX LO,"$5,899",Y-3,1
AlphaBoost V1,"$2,699",Sportswear,2
Tenis Forum 84 Low CL,"$2,899",Originals,4
TENIS GAZELLE INDOOR,Unknown,Originals,1
Tenis Campus 00s,"$2,499",Hombre Originals,2
Tenis Trae Young 2.0,"$3,799",Basketball,7
Tenis NMD_R1,"$2,999",Originals,2
Calzado X CRAZYFAST+ FG,"$9,999",Fútbol,2
Tenis NMD_R1,"$3,299",Hombre Originals,31
Tenis Torsion Super,"$2,053",Originals,1
Tenis OZTRAL,"$1,946",Originals,6
Tenis Everyset Trainer,"$1,699",Training,4
Tenis Racer TR23,"$1,999",Sportswear,11
Tenis Hoops 3.0 Mid,"$1,599",Sportswear,4
Tenis Rapidmove,"$1,899",Training,3
Calzado de Fútbol Copa Gloro Pasto Sintético,"$2,999",Fútbol,2
Tenis Adizero Boston 11,"$4,299",Running,6
Tenis Questar,"$1,899",Running,8
Tenis Rapidmove ADV,"$2,599",Training,5
Tenis Hoops 3.0 Corte Medio,"$1,599",Sportswear,10
Tenis Adizero Adios 7,"$2,939",Running,5
Tenis Alphaboost V1,"$2,699",Sportswear,2
Tenis Forum 84 Low,"$2,899",Originals,1
Tenis UBounce DNA,"$1,999",Sportswear,8
Tenis NMD_R1,"$3,399",Originals,31
Tenis Avery,"$2,999",Sportswear,14
Tenis Rapidmove,"$1,899",Training,3
Tenis Forum Low,"$2,399",Originals,1
Tenis Duramo RC,"$1,299",Running,6
Tenis AdiFOM TRXN,"$2,053",Originals,3
Y-3 KYASU HI,"$9,499",Y-3,2
Calzado de fútbol Copa Pure II Elite Terreno Firme,"$6,499",Fútbol,1
Tenis Ultra 4DFWD,"$5,499",Running,1
ADIZERO SL,"$2,699",Running,16
Y-3 CENTENNIAL HI,"$9,499",Y-3,2
Tenis Questar,"$1,899",Running,4
Tenis NMD_R1,"$3,399",Hombre Originals,31
ADIZERO SL,"$2,699",Running,16
Tenis Multix,"$1,999",Hombre Sportswear,6
Tenis Response CL,"$3,199",Originals,4
Tenis Ultraboost Light 23,"$3,999",Running,21
Tenis Racer TR23,"$1,579",Sportswear,5
Tenis Trae Young 3,"$3,023",Basketball,1
Tenis de Senderismo Terrex AX4 GORE-TEX,"$3,299",TERREX,5
Tenis Avryn,"$2,999",Sportswear,14
Tenis NMD S1,"$4,199",Originals,1
Tenis de Running Alphabounce+ Sustainable Bounce,"$1,999",Sportswear,9
ADVANTAGE,"$1,399",Sportswear,1
Calzado de Fútbol X Crazyfast Messi.3 Terreno Firme,"$1,471",Fútbol,1
Tenis X_PLR Boost,"$2,559",Sportswear,12
Tenis De Running Adidas Adizero SL,"$2,699",Running,16
Tenis Ultraboost 22,"$3,999",Running,7
Tenis Response Runner,"$1,299",Running,12
Tenis Grand Court 2.0,"$1,699",Sportswear,7
Tenis de Trail Running Terrex Agravic Ultra,"$2,751",TERREX,1
Zapatillas de Mountain Bike Five Ten Freerider,"$2,699",Five Ten,2
Tenis OZMILLEN,"$2,399",Originals,4
Tenis Campus 00s,"$2,499",Originals,2
Tenis Ultraboost 22,"$2,559",Running,7
Tenis Rapidmove ADV,"$2,299",Training,6
Tenis DAME 8 EXTPLY,"$2,999",Basketball,4
Tenis Campus 00s,"$2,499",Hombre Originals,2
Tenis Ultrabounce,"$2,399",Running,15
TRAILMAKER 2,"$2,399",TERREX,2
Tenis Avryn,"$2,519",Sportswear,14
OZWEEGO,"$2,999",Hombre Originals,12
Tenis Ultraboost Light 23,"$3,359",Running,2
Calzado de Fútbol X Crazyfast.1,"$6,719",Fútbol,2
Tenis Barricade para Tennis,"$3,999",Hombre Tennis,5
Tenis Courtflash Speed para Tenis,"$1,899",Tennis,2
Tenis Adizero D Rose 1 Restomod,"$2,751",Basketball,1
Tenis adiFOM TRXN,"$2,399",Originals,1
Tenis SOLARGLIDE 6,"$3,399",Hombre Running,7
Tenis Gazelle,"$2,099",Originals,3
Tenis Stan Smith CS,"$2,099",Originals,2
Tenis ZX 8000,"$2,000",Originals,2
Tenis Adizero Ubersonic 4.1 para Tenis,"$3,299",Tennis,3
Tenis Response,"$1,799",Running,5
Tenis NMD_R1,"$3,399",Originals,31
Tenis Harden Volume 7,"$3,599",Basketball,1
Tenis UBounce DNA,"$1,999",Sportswear,8
RESPONSE CL,"$2,241",Originals,4
Tenis Ultraboost Light,"$3,999",Running,17
Tenis Osade,"$1,658",Sportswear,4
Tenis Midcity Low,"$1,699",Sportswear,1
Tenis NMD_S1,"$3,999",Originals,11
Sandalias Adissage (UNISEX),$999,Sportswear,2
Tenis Dame Extply 2.0,"$1,999",Basketball,4
Tenis Top Ten RB,"$2,299",Originals,12
ADIMATIC,"$2,299",Hombre Originals,5
Tenis Run 70s,"$1,331",Sportswear,4
Tenis Courtbeat adidas Court,"$1,349",Hombre Sportswear,2
Calzado Copa Pure II.2 Terreno Firme,"$3,999",Fútbol,1
Tenis Trae Young 2.0,"$3,699",Basketball,7
Calzado de Fútbol X Speedportal.1 Terreno Blando,"$9,999",Fútbol,4
Tenis Ultrabounce,"$2,399",Running,15
Tenis Supernova Running 3,"$2,399",Running,4
Calzado de Fútbol Predator Accuracy.3 Terreno Firme,"$2,399",Fútbol,2
Tenis Retropy F90,"$2,267",Originals,3
TENIS SOULSTRIDE FLOW GTX,"$2,879",TERREX,1
Tenis Response,"$1,799",Running,6
Tenis Forum Low CL,"$2,399",Originals,2
AlphaBoost V1,"$2,699",Sportswear,2
Tenis Adizero Adios Pro 3,"$4,999",Running,6
ADIZERO SL,"$2,699",Running,16
Tenis Postmove,"$1,699",Sportswear,5
Tenis Trae Young 2.0,"$3,699",Basketball,7
Tenis Adimatic,"$1,816",Originals,1
VL COURT BASE,"$1,299",Sportswear,2
Tenis Osade,"$2,099",Sportswear,4
Tenis Ozelle Cloudfoam,"$1,799",Sportswear,4
Tenis X_PLORBOOST,"$3,999",Sportswear,17
Tenis Runfalcon 2.0,"$1,399",Running,17
Tenis X_PLORBOOST,"$3,999",Sportswear,17
Tenis Supernova Running 3,"$1,895",Running,8
Calzado de fútbol Copa Pure 2 League FG,"$9,999",Fútbol,1
Tenis Stan Smith x James Jarvis,"$2,099",Originals,12
Tenis Rivalry Low,"$2,199",Originals,13
Tenis Ultraboost 1.0,"$4,299",Sportswear,6
Tenis Hoops 3.0 Low Classic Vintage,"$1,499",Sportswear,7
Sandalias Adilette x André Saraiva,$825,Hombre Originals,23
Tenis Racer TR23,"$1,999",Sportswear,11
ADILETTE,"$1,349",Hombre Originals,23
Y-3 ITOGO,"$8,959",Y-3,1
Tenis Adizero RC 5,"$2,299",Running,6
Tenis Adizero Adios Pro 3,"$4,999",Running,6
Calzado de Fútbol Copa Gloro Pasto Sintético,"$2,999",Fútbol,2
Tenis Nucombe,"$2,053",Originals,2
Tenis X_PLORBOOST,"$3,999",Sportswear,1
Calzado X Crazyfast.4 Césped Artificial,"$1,499",Fútbol,3
Tenis Forum Mod Low,"$2,499",Originals,2
Tenis JS Bones Campus 80,"$3,199",Originals,2
Tenis Alphaboost V1,"$2,132",Sportswear,8
Sandalias Adilette Shower,$899,Natación,23
Tenis Run Falcon 2.0,"$1,299",Running,3
Tenis Lite Racer 3.0,"$1,299",Sportswear,7
Tenis Rivalry Low 86,"$2,132",Originals,3
Calzado de fútbol Predator Accuracy.1 Terreno Firme,"$7,499",Fútbol,3
Tenis Avryn,"$2,999",Sportswear,14
Tenis de Trail Running Tracefinder,"$1,699",TERREX,3
ULTRABOOST LIGHT,"$3,999",Running,2
Tenis Postmove,"$1,699",Sportswear,5
Tenis Courtflash Speed para Tenis,"$1,899",Tennis,2
Tenis Lite Racer 3.0,"$1,299",Sportswear,3
Tenis X_PLR Pulse,"$1,199",Sportswear,5
Tenis Run 70s,"$1,799",Sportswear,4
Tenis adidas Grand Court TD Lifestyle Court Casual,"$1,399",Sportswear,7
Tenis Run 60s 3.0 Lifestyle Running,"$1,499",Hombre Sportswear,8
Tenis Galaxy 6,"$1,499",Running,14
Tenis Adizero Boston 12,"$4,299",Hombre Running,6
Tenis Gamecourt 2.0 para Tenis,"$1,899",Tennis,4
Calzado de Fútbol Predator Accuracy.4 Pasto Sintético,"$1,499",Fútbol,3
Tenis Duramo SL 2.0,"$1,359",Hombre Running,5
Tenis Hyperturf Adventure,"$2,047",Originals,9
Tenis Forum Mid,"$2,599",Originals,6
Tenis Hoops 3.0,"$1,499",Sportswear,4
Tenis Response,"$1,799",Running,6
ADIZERO SL,"$2,699",Running,16
Tenis NMD_S1,"$3,999",Originals,11
X CRAZYFAST.1 FG,"$7,499",Fútbol,2
Tenis Duramo Speed,"$1,627",Running,10
Tenis Solarglide 5,"$2,999",Hombre Running,3
Tenis Stan Smith Bonega,"$2,399",Originals,3
Tenis EQ19 Run,"$1,699",Running,3
Tenis Top Ten RB,"$1,954",Originals,2
Tenis Exomniac Cushion NSRC,"$3,023",Originals,1
Trae Young 3,"$3,599",Basketball,2
Tenis Runfalcon 2.0,"$1,399",Running,17
Sandalias Shmoofolio,$827,Hombre Originals,1
OZWEEGO,"$2,999",Hombre Originals,12
Tenis Runfalcon 3 TR,"$1,799",Running,2
Tenis Ozelle Cloudfoam,"$1,999",Hombre Sportswear,7
NY 90,"$1,699",Originals,7
Tenis Ultimashow,"$1,299",Sportswear,2
Tenis Heawyn,"$1,847",Sportswear,4
Tenis Oznova,"$2,687",Originals,3
Tenis Rivalry Low,"$2,399",Originals,13
Tenis Response,"$1,799",Running,6
Tenis OZELLE Cloudfoam Lifestyle Running,"$1,999",Sportswear,7
Tenis SOLARGLIDE 6,"$3,399",Running,7
Tenis Superstar,"$2,299",Originals,10
Tenis NMD_S1 Cali DeWitt,"$4,365",Originals,2
Tenis Adistar 2.0,"$3,499",Running,9
FORUM LOW CL,"$2,399",Originals,10
