id,shoe_name,shoe_price,shoe_category,shoe_nColors,shoe_genre
GY6929,Tenis Matchbreak Super,Unknown,Originals,4,Hombre
GY1145,Tenis Response Run,Unknown,Hombre Running,3,Hombre
GX7007,Tenis ZX 22 BOOST,Unknown,Hombre Originals,3,Hombre
GX2481,Tenis Pharrell Williams Sobakov 2.0,Unknown,Hombre Originals,1,Hombre
G57953,Tenis OZWEEGO Pure,Unknown,Originals,5,Hombre
FZ6023,TOP TEN RB,Unknown,Hombre Originals,12,Hombre
FZ4510,Sandalias Y-3 Notoma,Unknown,Y-3,1,Hombre
FY9579,Tenis Response Run,Unknown,Hombre Running,3,Hombre
AQ8528,Tenis Seeley,Unknown,Hombre Originals,1,Hombre
FX0042,Tenis Adizero Adios 5 TYO,Unknown,Running,1,Hombre
IG8303,Tenis Falcon,"$2,199",Originals,9,Hombre
IE9887,Tenis Astir,"$2,599",Originals,7,Hombre
HQ5988,Tenis Y-3 Ajatu Run,Unknown,Y-3,1,Hombre
GX4465,NY 90 W,"$1,699",Originals,5,Hombre
GW9358,Tenis Retropy F2,"$1,999",Originals,4,Hombre
GW9087,Tenis Supernova 2.0,Unknown,Running,4,Hombre
GW6864,Tenis OZNOVA,Unknown,Originals,3,Hombre
FX8366,Tenis X9000L1,"$1,599",Hombre Sportswear,1,Hombre
GX3373,Tenis NMD_V3,Unknown,Originals,14,Hombre
S23651,Tenis X9000L2,"$2,299",Sportswear,3,Hombre
IG0774,Calzado de fútbol Copa Pure Injection.3 Terreno Firme,"$2,199",Fútbol,1,Hombre
HP3123,Tenis adidas SLTN,Unknown,Hombre Originals,5,Hombre
H04536,Tenis OZWEEGO Pure,"$2,799",Hombre Originals,5,Hombre
H04208,Tenis Ozrah,Unknown,Hombre Originals,1,Hombre
H02740,Tenis adidas x Allbirds,Unknown,Hombre Running,1,Hombre
GZ6566,Tenis X9000L3,Unknown,Hombre Sportswear,3,Hombre
GW4661,Tenis NMD_R1,Unknown,Originals,31,Hombre
G58197,Tenis Top Ten,Unknown,Hombre Originals,1,Hombre
FZ5882,OZELIA,Unknown,Hombre Originals,7,Hombre
FZ1837,Tenis Breaknet,Unknown,Hombre Sportswear,1,Hombre
HR0096,Sandalias Adilette,Unknown,Hombre Originals,23,Hombre
HQ3510,Tenis Adizero Adios 7,"$3,599",Hombre Running,1,Hombre
FX6895,Tenis Galaxar Run,"$1,899",Hombre Running,2,Hombre
S23647,Tenis X9000L2,"$2,299",Hombre Sportswear,3,Hombre
IH0002,Tenis Retropy F2,"$1,029",Originals,4,Hombre
IG6542,Tenis Courtblock,"$1,199",Sportswear,10,Hombre
IG4779,Tenis X_PLR Phase,"$1,655",Sportswear,4,Hombre
HR1743,Tenis X9000L2,Unknown,Sportswear,2,Hombre
H02954,Calzado de Fútbol Predator Edge.1 Low Terreno Firme,"$6,999",Fútbol,1,Hombre
GX9473,Tenis ZX 22 BOOST,Unknown,Originals,3,Hombre
GX4695,Tenis Nebzed Cloudfoam,"$1,499",Hombre Sportswear,2,Hombre
GX2952,Tenis Supernova+,Unknown,Hombre Running,3,Hombre
FY9560,Tenis Questar Flow NXT,"$1,599",Hombre Sportswear,1,Hombre
FY3350,Calzado de Fútbol X Speedflow+ Terreno blando,Unknown,Fútbol,1,Hombre
FX6887,Tenis Galaxar Run,"$1,899",Hombre Running,2,Hombre
S23669,Tenis X9000L4,"$3,299",Hombre Sportswear,1,Hombre
IF7297,Tenis AlphaEdge +,"$1,599",Sportswear,6,Hombre
IF2233,Tenis Questar,"$1,899",Hombre Running,7,Hombre
IF0877,GAZELLE,"$1,784",Originals,14,Hombre
HR0095,Sandalias Adilette,$999,Hombre Originals,23,Hombre
GZ0658,Tenis Ventice Climacool,Unknown,Hombre Sportswear,1,Hombre
GV9575,Tenis Run Falcon 2.0,"$1,299",Running,5,Hombre
FY8187,Tenis Lite Racer 2.0 RBN,Unknown,Hombre Sportswear,1,Hombre
IE3439,Tenis Samba OG,"$2,199",Originals,3,Mujer
IE0429,Tenis Gazelle Bold,"$2,399",Mujer Originals,2,Mujer
GW9284,Tenis Advantage Base adidas Court Lifestyle,"$1,299",Sportswear,6,Mujer
IH3119,Tenis Samba OG,"$2,199",Originals,2,Mujer
IH3121,Tenis Superstar,"$2,199",Originals,2,Mujer
IE3438,Tenis Samba OG,"$2,199",Originals,3,Mujer
IE0428,Tenis Gazelle Bold,"$2,399",Mujer Originals,2,Mujer
IH3118,SAMBA OG,"$2,199",Originals,2,Mujer
ID8349,Tenis Samba OG,"$2,199",Mujer Originals,1,Mujer
IG6171,SAMBA DECON,"$2,599",Originals,2,Mujer
IE1092,Tenis adidas Grand Court Platforma,"$1,699",Mujer Sportswear,4,Mujer
ID0718,Calzado de Fútbol X Crazyfast Messi League Pasto Sintético,"$2,199",Fútbol,1,Mujer
IG2936,Y-3 GENDO SUPERSTAR,Unknown,Y-3,1,Mujer
IG6172,SAMBA DECON,Unknown,Originals,2,Mujer
IE2695,Tenis Harden Volume 8,Unknown,Basketball,3,Mujer
IE5651,Sandalias Adilette 22 XLG,"$1,499",Mujer Originals,2,Mujer
IE0420,Tenis Gazelle Bold,"$2,399",Mujer Originals,2,Mujer
IE3440,Tenis Samba OG,"$2,199",Originals,2,Mujer
EG4958,Tenis Superstar,"$2,199",Originals,23,Mujer
IE1809,Calzado de Fútbol Predator Elite Lengüeta Plegable Terreno Firme,"$9,999",Fútbol,1,Mujer
IG5535,Tenis NMD_R1,"$2,685",Originals,31,Mujer
ID6285,Tenis adidas VL Court 3.0,"$1,499",Sportswear,4,Mujer
GX5948,Tenis Courtphase,"$1,399",Sportswear,2,Mujer
GW5488,Tenis adidas Court Low Streetcheck Cloudfoam,"$1,427",Sportswear,4,Mujer
HP6029,Tenis Daily 3.0,"$1,399",Sportswear,4,Mujer
IE2309,Tenis de Plataforma Bravada 2.0,"$1,399",Mujer Sportswear,4,Mujer
EG4959,Tenis Superstar,"$2,199",Originals,23,Mujer
H02177,Tenis adidas Court Tourino,"$1,500",Originals,3,Mujer
IE5676,PREDATOR MUNDIAL,"$2,399",Originals,2,Mujer
IE2957,Tenis Gazelle Indoor,"$2,399",Mujer Originals,1,Mujer
IF6256,Tenis Rivalry Low,"$2,199",Mujer Originals,2,Mujer
IH3120,Tenis Superstar,"$2,199",Originals,2,Mujer
FY7756,Tenis Forum Low,"$2,399",Originals,11,Mujer
IH3241,Tenis Jamaica OG,"$2,199",Originals,1,Mujer
IG6440,ADIZERO ADIOS PRO 3 M,"$4,999",Running,7,Mujer
FX5119,Tenis Multix,"$1,421",Originals,6,Mujer
ID7442,Tenis Tennis Hu,"$2,399",Originals,5,Mujer
IE1093,Tenis adidas Grand Court Platforma,"$1,699",Mujer Sportswear,4,Mujer
IG7716,Calzado de Fútbol Predator 24 League Sin Cordones Pasto Sintético,"$2,399",Fútbol,2,Mujer
ID0712,Calzado de Fútbol X Crazyfast Messi League Terreno Firme,"$2,199",Fútbol,1,Mujer
IE1089,Tenis adidas Grand Court Platforma,"$1,699",Mujer Sportswear,4,Mujer
GW6725,Tenis EQ21 Run,"$1,172",Running,10,Mujer
GW5493,Tenis Court Low Streetcheck Cloudfoam,"$1,427",Mujer Sportswear,4,Mujer
DB3021,Tenis Handball Spezial,"$2,199",Originals,10,Mujer
IE9629,Tenis Astir,"$2,183",Originals,7,Mujer
019228,Calzado de Fútbol Mundial Team,"$2,999",Fútbol,1,Mujer
IE2063,Tenis NMD_R1,"$2,685",Originals,31,Mujer
HP7663,Tenis adidas 4D FWD,"$5,499",Running,1,Mujer
IE2956,Tenis Gazelle Indoor,"$2,399",Mujer Originals,1,Mujer
IE2310,Tenis de Plataforma Bravada 2.0,"$1,399",Sportswear,4,Mujer
GY0042,CAMPUS 00s W,"$2,499",Originals,4,Mujer
IE8128,Tenis Samba OG,"$2,199",Mujer Originals,1,Mujer
IE2168,Tenis adidas Court Silk,"$1,034",Sportswear,2,Mujer
IE1987,Tenis Galaxy 6,"$1,184",Running,14,Mujer
IF9707,Tenis Amsterdam,"$2,199",Originals,2,Mujer
IG8308,Tenis Falcon,"$1,869",Originals,9,Mujer
ID7078,Tenis Forum Bold,"$2,399",Originals,1,Mujer
ID0726,Calzado de Fútbol X Crazyfast Messi Club Pasto Sintético,"$1,699",Fútbol,1,Mujer
IE1694,Tenis Ultraboost Light 23,"$2,559",Running,21,Mujer
ID6998,Tenis Gazelle,"$2,499",Originals,2,Mujer
IE1102,GRAND COURT PLATFORM,"$1,699",Mujer Sportswear,3,Mujer
IG6201,Tenis Gazelle,"$2,099",Originals,2,Mujer
IG9777,Tenis Superstar XLG,"$2,499",Originals,7,Mujer
IG3967,FORUM LOW CL W,Unknown,Mujer Originals,2,Mujer
IE5648,Sandalias Adilette 22 XLG,Unknown,Mujer Originals,2,Mujer
F35550,Sandalias Adilette Aqua (UNISEX),Unknown,Yoga,15,Mujer
IE4465,Tenis Midcity Mid,Unknown,Sportswear,2,Mujer
IE0657,ALOHA SUPER,Unknown,Originals,1,Mujer
HQ6340,Tenis Ultraboost Light 23,Unknown,Running,21,Mujer
IE0875,Tenis Samba OG,Unknown,Mujer Originals,1,Mujer
GW5489,Tenis adidas Court Low Streetcheck Cloudfoam,"$1,427",Sportswear,4,Mujer
IF5611,Tenis Trae Unlimited,Unknown,Basketball,1,Mujer
IG9984,Tenis Retropy F2,"$1,658",Originals,4,Mujer
IF5609,Tenis Trae Unlimited,"$1,895",Basketball,3,Mujer
ID0724,X CRAZYFAST CLUB FxG MESSI,"$1,699",Fútbol,1,Mujer
ID0399,Tenis Forum XLG,"$2,699",Mujer Originals,2,Mujer
ID1969,Tenis adidas Court Plataforma,"$1,299",Sportswear,5,Mujer
IF5860,Tenis Country OG,"$2,199",Originals,1,Mujer
GX1822,Tenis de Trail Running Terrex Soulstride Flow,"$2,519",TERREX,4,Mujer
IG1144,Tenis de Entrenamiento Dropset adidas by Stella McCartney,"$3,999",Mujer adidas by Stella McCartney,3,Mujer
H04621,Tenis Duramo SL,$876,Running,8,Mujer
IF6510,Tenis Racer TR23,"$1,999",Mujer Sportswear,1,Mujer
ID3109,Tenis Superstar,"$2,199",Originals,2,Mujer
IG4715,Tenis Swift Run,"$1,816",Sportswear,4,Mujer
IG7764,Calzado de Fútbol Predator Club Multiterreno con Ajuste tipo Calcetín,Unknown,Fútbol,1,Mujer
BB5498,Tenis Gazelle,Unknown,Originals,14,Mujer
ID4714,Tenis NMD_R1,Unknown,Originals,1,Mujer
FW2883,Tenis Bravada,Unknown,Sportswear,3,Mujer
IE0744,Tenis Runfalcon 2.0,Unknown,Mujer Running,15,Mujer
GX4414,Tenis Forum Bonega,Unknown,Originals,3,Mujer
ID0285,SUPERSTAR XLG W,"$2,599",Mujer Originals,1,Mujer
GY2565,Tenis Superstar,"$2,299",Originals,23,Mujer
IF8913,Tenis Handball Spezial,"$2,199",Originals,10,Mujer
IE1103,GRAND COURT PLATFORM,"$1,699",Mujer Sportswear,3,Mujer
FY9042,Tenis Forum Bold,"$2,399",Mujer Originals,4,Mujer
H05279,Tenis adidas adidas Court Tourino,"$1,500",Originals,3,Mujer
ID7313,Tenis Adizero Adios Pro 3 Cierra,"$4,199",Running,1,Mujer
FX5502,Tenis Stan Smith,"$2,099",Originals,10,Mujer
HQ6179,ADILETTE PLATFORM,"$1,099",Mujer Sportswear,1,Mujer
IG7715,Calzado de Fútbol Predator 24 League Sin Cordones Pasto Sintético,"$2,399",Fútbol,2,Mujer
IF9706,Tenis Amsterdam,"$2,199",Originals,2,Mujer
IF9167,TERREX HYDROTERRA AT,"$2,499",TERREX,1,Mujer
HQ4654,Tenis Adifom Superstar,"$1,799",Originals,3,Mujer
IF7913,Tenis Superstar,"$2,199",Originals,1,Mujer
ID7443,Tenis Tennis Hu,"$2,399",Originals,5,Mujer
FZ6265,Tenis Forum Low Classic,"$2,399",Originals,10,Mujer
IG8507,Tenis X_PLR Boost,"$3,999",Sportswear,2,Mujer
IE3601,Tenis adidas Grand Court Platforma,"$1,699",Mujer Sportswear,4,Mujer
IF2232,Tenis Questar,"$1,500",Running,7,Mujer
IF4215,Tenis Fear of God Athletics Los Angeles,"$2,899",Fear of God Athletics,1,Mujer
ID8469,ADIZERO ADIOS PRO 3 M,"$4,999",Running,7,Mujer
IF6249,RIVALRY LOW,Unknown,Originals,2,Mujer
ID5573,Tenis de Plataforma Bravada 2.0,Unknown,Mujer Sportswear,4,Mujer
HP9636,Tenis Adistar CS 2.0,Unknown,Running,2,Mujer
IG7769,Calzado de Fútbol Predator League sin Cordones Terreno Firme,Unknown,Fútbol,2,Mujer
GY5774,Calzado de Fútbol Goletto VIII Pasto Sintético,Unknown,Fútbol,3,Mujer
IE0172,ADIDAS  X NICEKICKS SAMBA,Unknown,Originals,1,Mujer
IG5534,Tenis NMD_R1,"$2,685",Originals,31,Mujer
GV9766,Tenis Forum Low,"$2,399",Originals,11,Mujer
FY7755,Tenis Forum Low,"$2,399",Originals,11,Mujer
ID7444,Tenis Tennis Hu,"$2,399",Originals,5,Mujer
HQ4199,Tenis Ultraboost 1.0,"$3,999",Sportswear,6,Mujer
GZ4969,Tenis Streetcheck Estampados,"$1,342",Mujer Sportswear,4,Mujer
IG9649,Tenis Forum Bonega,"$2,699",Originals,3,Mujer
GW2063,Tenis Advantage Base adidas Court Lifestyle,"$1,299",Sportswear,6,Mujer
IG9986,Tenis Retropy F2,"$1,763",Originals,4,Mujer
FY6709,Tenis Duramo SL,"$1,399",Mujer Running,6,Mujer
IG7759,Calzado de Fútbol Predator Club Multiterreno,"$1,499",Fútbol,3,Mujer
IG3097,Tenis Trae Young 1,"$2,606",Basketball,3,Mujer
ID8470,ADIZERO ADIOS PRO 3 M,"$4,999",Running,7,Mujer
IG7905,Tenis Postmove SE,"$1,444",Sportswear,2,Mujer
HP2249,Tenis Run 60s 3.0 Lifestyle Running,"$1,499",Sportswear,5,Mujer
IF7805,Y-3 GSG9,Unknown,Y-3,1,Mujer
IF8068,Tenis Superstar XLG,Unknown,Originals,7,Mujer
ID2958,Tenis Country OG,Unknown,Originals,1,Mujer
IE1989,Tenis Galaxy 6,Unknown,Running,14,Mujer
GY2585,Tenis Adizero Boston 11,Unknown,Mujer Running,4,Mujer
H03734,CAMPUS 00s REGENERATIVE COTTON,Unknown,Originals,2,Mujer
IF4861,Tenis de Senderismo Terrex AX4 GORE-TEX,"$2,606",TERREX,5,Mujer
ID2970,Tenis adidas Grand Court 2.0,"$1,499",Sportswear,2,Mujer
IG0731,Tenis Racer TR23,"$1,999",Sportswear,11,Mujer
GX5949,Tenis Courtphase,"$1,399",Sportswear,2,Mujer
IE3056,Tenis Superstar 82,"$2,799",Mujer Originals,2,Mujer
ID4953,Tenis Dropset 2,"$2,599",Training,10,Mujer
IF6262,RIVALRY 86 LOW,"$2,499",Originals,3,Mujer
GW8336,Tenis Duramo SL 2.0,"$1,499",Running,5,Mujer
GY2586,Tenis Adizero Boston 11,"$3,611",Running,6,Mujer
ID3026,Tenis Grand Court Base 2.0,"$1,399",Sportswear,1,Mujer
IE5246,Tenis Breaknet 2.0,"$1,249",Mujer Sportswear,4,Mujer
ID8615,Tenis Forum Mid,"$3,399",Originals,1,Mujer
HP2999,Tenis Forum Bold Her Vegan,"$1,974",Mujer Originals,1,Mujer
ID0263,Tenis Adizero Prime X 2.0 STRUNG,"$5,999",Running,2,Mujer
GW4131,Tenis Galaxy 6,"$1,499",Running,14,Mujer
HQ1351,ADIZERO SL,"$1,592",Running,16,Mujer
ID0664,CAMPUS 00s,"$2,499",Originals,1,Mujer
IG3305,Tenis Dropset 2,"$2,599",Training,10,Mujer
ID8348,Tenis Ozgaia,"$2,099",Mujer Originals,1,Mujer
IE4351,Tenis Supernova Running 3,"$1,415",Running,4,Mujer
G48060,Tenis Busenitz Pro,"$2,299",Originals,1,Mujer
ID6286,Tenis adidas VL Court 3.0,Unknown,Sportswear,4,Mujer
IE7175,Tenis Forum Low,Unknown,Originals,11,Mujer
IE4518,Tenis Midcity Low,Unknown,Sportswear,4,Mujer
IG5450,Calzado de Fútsal Predator Club Cancha Cubierta,Unknown,Fútbol,2,Mujer
IG4988,Tenis Gazelle,Unknown,Originals,2,Mujer
IG6419,Tenis Park ST,Unknown,Mujer Sportswear,3,Mujer
GC0989,Restound M,"$1,263",Running,2,Mujer
GW9215,Tenis adidas Grand Court Cloudfoam Lifestyle Court Comfort,"$1,499",Mujer Sportswear,7,Mujer
ID9669,Tenis Ultraboost 1.0,"$4,299",Running,7,Mujer
GY7433,Calzado X Crazyfast.4 Multiterreno,"$1,499",Fútbol,3,Mujer
IH7515,Tenis Samba DDM,"$2,199",Originals,3,Mujer
IG6199,Tenis Gazelle,"$2,099",Originals,2,Mujer
ID1747,Tenis Ultraboost 1.0,"$4,599",Running,2,Mujer
IG3114,Tenis Barricade para Tenis,"$3,299",Tennis,3,Mujer
GY4727,Tenis Hoops 3.0 Low Classic Vintage,"$1,499",Sportswear,7,Mujer
IF6505,Tenis Courtblock,"$1,199",Sportswear,4,Mujer
IG6195,Tenis Bali,"$2,399",Originals,1,Mujer
ID6287,Tenis adidas VL Court 3.0,"$1,499",Sportswear,4,Mujer
IE9303,Tenis Trae Young 3,"$3,023",Basketball,3,Mujer
HP5982,Tenis Avryn,"$2,519",Sportswear,14,Mujer
ID6996,Tenis adidas Court Low Streetcheck Cloudfoam,"$1,342",Sportswear,4,Mujer
IF1553,Tenis 3-Franjas,Unknown,Sportswear,5,Mujer
ID5733,Tenis Superstar XLG,Unknown,Mujer Originals,4,Mujer
IG7762,Calzado de Fútbol Predator League Terreno Firme,Unknown,Fútbol,2,Mujer
IF6274,Tenis Rivalry Low 86,Unknown,Originals,1,Mujer
IF9995,Tenis Superstar XLG,Unknown,Originals,7,Mujer
GC0994,Levato W,Unknown,Running,2,Mujer
GY2536,Tenis Centennial 85 High,"$2,687",Originals,1,Mujer
IG7758,Calzado de Fútbol Predator Club Multiterreno,"$1,499",Fútbol,3,Mujer
IG8700,FORUM LOW CL,Unknown,Originals,1,Mujer
HQ8775,Tenis Dropset 2,"$2,599",Training,10,Mujer
GW5698,Tenis NMD_R1,"$2,685",Originals,10,Mujer
IG8300,Tenis Falcon,"$2,199",Mujer Originals,9,Mujer
BD7633,Tenis Handball Spezial,"$2,199",Originals,10,Mujer
IF3509,NMD_R1,"$2,999",Originals,2,Mujer
IF5166,Tenis Forum Low,"$2,399",Originals,5,Mujer
GX4461,NY 90 W,"$1,699",Mujer Originals,5,Mujer
ID2703,Tenis Duramo RC,"$1,299",Running,5,Mujer
ID9336,Calzado X Crazyfast.3 Césped artificial,"$2,199",Fútbol,3,Mujer
IG7768,Calzado de Fútbol Predator League sin Cordones Terreno Firme,"$2,399",Fútbol,2,Mujer
GY2566,Tenis Superstar,"$2,299",Originals,23,Mujer
IF2736,Tenis Forum 84 High,"$3,299",Originals,1,Mujer
GX9776,Tenis Adizero Takumi Sen 9,"$3,611",Running,3,Mujer
GY7427,Tenis de Futbol X CRAZYFAST.3 LL FG,"$2,399",Fútbol,2,Mujer
IE7498,Calzado de Fútbol Copa Pure II League Pasto Sintético,"$1,999",Fútbol,2,Mujer
IG1099,Calzado de Fútbol Copa Pure II Club Multiterreno,"$1,399",Fútbol,3,Mujer
HQ3698,Tenis Adizero Boston 11,"$2,536",Mujer Running,4,Mujer
GX0709,Tenis Duramo SL 2.0,"$1,499",Mujer Running,5,Mujer
IF5402,Tenis Galaxy Star,Unknown,Running,3,Mujer
HQ1340,Tenis Adizero SL,Unknown,Mujer Running,17,Mujer
IG1142,Tenis de Entrenamiento Dropset adidas by Stella McCartney,Unknown,Mujer adidas by Stella McCartney,3,Mujer
GY2010,Tenis USA 84,Unknown,Originals,5,Mujer
GW9786,Tenis adidas Court Plataforma,Unknown,Sportswear,5,Mujer
IG0560,Tenis Swift Run,Unknown,Sportswear,4,Mujer
IE4079,Calzado de Fútbol X Crazyfast Messi.1 Terreno Firme,"$4,799",Fútbol,1,Mujer
ID2963,Tenis adidas Grand Court 2.0,"$1,499",Sportswear,2,Mujer
GZ8568,SEELEY XT,"$1,342",Originals,1,Mujer
IG0455,Tenis Gazelle 85,"$2,599",Originals,1,Mujer
IE1692,Tenis Ultraboost Light 23,"$2,359",Running,17,Mujer
FW7393,Tenis Duramo SL,"$1,399",Running,8,Mujer
FY6680,Tenis Duramo SL,"$1,399",Running,8,Mujer
FY6681,Tenis Duramo SL,"$1,399",Running,8,Mujer
IE5841,Tenis OZMILLEN,"$2,399",Mujer Originals,2,Mujer
ID2706,Tenis Duramo RC,"$1,299",Running,6,Mujer
FZ6296,Tenis Forum 84 Low Classic,"$2,899",Originals,4,Mujer
IF0953,Tenis de Entrenamiento Amplimove,"$1,399",Training,4,Mujer
GW3036,Tenis Hoops 3.0 Low Classic,"$1,499",Sportswear,4,Mujer
IE2946,Tenis Gazelle Indoor,"$2,399",Mujer Originals,1,Mujer
IE9249,Tenis Harden Vol. 7,"$3,399",Basketball,4,Mujer
IF3633,Tenis Superstar,Unknown,Originals,2,Mujer
ID1970,Tenis adidas Court Plataforma,Unknown,Sportswear,5,Mujer
ID0398,Tenis Forum XLG,Unknown,Mujer Originals,2,Mujer
IF5504,Y-3 QASA,Unknown,Y-3,2,Mujer
HQ6660,Tenis Stan Smith,Unknown,Mujer Originals,12,Mujer
IG5947,Tenis de Ciclismo Velosamba Made With Nature,Unknown,Ciclismo,2,Mujer
FX5675,Tenis Handball Spezial,"$2,199",Originals,10,Mujer
HQ4435,Tenis NMD_S1,"$2,559",Originals,11,Mujer
GX4583,Tenis USA 84,"$1,399",Originals,5,Mujer
IE2293,Tenis AdiFOM Superstar,"$1,799",Originals,3,Mujer
IE1418,AMSTERDAM,"$2,199",Originals,2,Mujer
IE8151,Tenis Galaxy 6,"$1,499",Mujer Running,14,Mujer
IG9852,Tenis Park Street,"$1,599",Sportswear,6,Mujer
FV8794,Tenis Duramo SL,"$1,399",Mujer Running,6,Mujer
IG5537,Tenis NMD_S1,"$3,359",Originals,11,Mujer
IG9849,Tenis Park Street,"$1,599",Sportswear,3,Mujer
IF5619,Tenis Harden Vol. 7,"$3,399",Basketball,4,Mujer
IE1644,Tenis NMD_R1,"$2,685",Mujer Originals,10,Mujer
IE2694,Tenis Harden Volume 8,"$3,899",Basketball,3,Mujer
IG5717,Tenis Superstar Slip-On,"$1,999",Mujer Originals,2,Mujer
ID3726,Tenis Gazelle edición Selección Nacional de México,"$2,099",Originals,3,Mujer
IE7538,Calzado de Fútbol Copa Gloro Terreno Firme,"$2,999",Fútbol,2,Mujer
IG5989,Tenis Ozelle,"$1,799",Mujer Sportswear,1,Mujer
HQ8955,Calzado de fútbol Copa Pure II+ Terreno Firme,"$6,079",Fútbol,3,Mujer
IE5675,Tenis Predator Mundial,"$2,399",Originals,2,Mujer
IG7723,Calzado de Fútbol Predator 24 League Low Pasto Sintético,"$2,299",Fútbol,3,Mujer
IG1180,Tenis Run 60s 3.0 Lifestyle Running,"$1,499",Sportswear,8,Mujer
ID5598,Tenis Park ST,Unknown,Mujer Sportswear,3,Mujer
IF6063,Tenis adidas by Stella McCartney Sportswear,Unknown,adidas by Stella McCartney,1,Mujer
IG2377,Tenis Heawyn,Unknown,Sportswear,4,Mujer
IG6425,Tenis Adizero Adios Pro 3,Unknown,Mujer Running,6,Mujer
IF9907,Tenis Dropset 2,Unknown,Training,10,Mujer
FZ6221,Tenis Top 10 2000,Unknown,Originals,2,Mujer
IE7845,Tenis Bounce Legends,"$1,899",Basketball,2,Mujer
ID2272,Tenis Runfalcon 2.0,"$1,399",Running,15,Mujer
HP8600,Tenis de Senderismo Eastrail 2.0 RAIN.RDY Mid,"$2,999",TERREX,2,Mujer
IG6555,Tenis Run 50S,"$1,099",Sportswear,5,Mujer
IG5732,Tenis Falcon,"$2,199",Originals,9,Mujer
HP9632,Tenis Adistar COLD.RDY,"$3,699",Running,1,Mujer
IF6255,Tenis Rivalry Low,"$2,199",Mujer Originals,2,Mujer
IG8482,Tenis Stan Smith,"$2,099",Mujer Originals,1,Mujer
IF3988,Tenis Dropset 2,"$2,599",Training,10,Mujer
GW3898,Tenis Dropset Trainer,"$2,435",Mujer Training,3,Mujer
ID5597,Tenis Park ST,"$1,599",Mujer Sportswear,3,Mujer
FW7391,Tenis Duramo SL,"$1,399",Running,8,Mujer
GY1913,Tenis adidas Court Low Streetcheck Cloudfoam,"$1,342",Sportswear,4,Mujer
HP6031,Tenis Daily 3.0,"$1,399",Sportswear,4,Mujer
IF2240,Tenis Questar,"$1,500",Running,9,Mujer
IE7525,Calzado de Fútbol Copa Pure II Club Pasto Sintético,Unknown,Fútbol,2,Mujer
ID6288,Tenis adidas VL Court 3.0,Unknown,Sportswear,4,Mujer
IE9550,Tenis NMD_S1,Unknown,Originals,4,Mujer
GZ8857,Tenis Nizza Trek,Unknown,Originals,2,Mujer
ID2701,Tenis Duramo RC,Unknown,Running,5,Mujer
IF3932,Tenis Adifom Climacool,Unknown,Originals,3,Mujer
IG6175,Tenis Samba OG,"$2,199",Originals,2,Mujer
ID7333,Tenis Response Runner,"$1,299",Running,12,Mujer
IG7324,Tenis Racer TR23,"$1,579",Sportswear,11,Mujer
GY9696,Tenis de Básquet Own the Game 2.0 Lightmotion Mid,"$1,499",Sportswear,1,Mujer
ID4683,Tenis Superstar,"$2,199",Originals,23,Mujer
ID8375,NMD_R1,"$2,855",Originals,1,Mujer
HP2415,Tenis Galaxy 6,"$1,499",Running,14,Mujer
IE7492,Calzado de Fútbol Copa Pure II League Terreno Firme,"$1,999",Fútbol,3,Mujer
GY2552,Tenis Superstar Supermodified,"$2,699",Originals,2,Mujer
ID7307,Tenis Adizero SL Cierra,"$2,267",Running,1,Mujer
ID4655,Tenis Superstar XLG,"$2,599",Originals,7,Mujer
HP6382,Tenis OZWEEGO,"$2,519",Originals,12,Mujer
IE1772,Tenis Ultraboost Light,"$3,359",Running,21,Mujer
GZ5886,Zuecos adilette,$899,Natación,1,Mujer
HP2259,Tenis Run 60s 3.0 Lifestyle Running,"$1,499",Sportswear,8,Mujer
IE7203,Tenis Forum Low CL,"$2,399",Originals,2,Mujer
IG3994,Tenis adidas Court Silk,"$1,199",Mujer Sportswear,3,Mujer
IE1419,Tenis Amsterdam,"$2,199",Originals,2,Mujer
GX6763,Tenis Ozelle Cloudfoam,"$1,799",Sportswear,4,Mujer
ID4447,Tenis Y-3 Marathon TR,"$6,299",Y-3,2,Mujer
IF2854,Tenis Ozelle Cloudfoam,"$1,579",Sportswear,7,Mujer
IG6027,Tenis UBounce DNA,Unknown,Mujer Sportswear,5,Mujer
IG8936,Tenis Run 50S,Unknown,Sportswear,5,Mujer
IF0723,Calzado de fútbol X Crazyfast Club Pasto Sintético,Unknown,Fútbol,1,Mujer
IF6465,Tenis Courtblock,Unknown,Mujer Sportswear,10,Mujer
IE6180,Calzado I Basketball Fear of God Athletics,Unknown,Fear of God Athletics,1,Mujer
IE7255,Y-3 KAIWA,Unknown,Y-3,4,Mujer
FZ6364,Y-3 MAKURA,"$6,489",Y-3,2,Mujer
IE8079,Tenis adidas Court Super,"$1,899",Mujer Originals,5,Mujer
GY6347,Tenis Showtheway 2.0,"$1,299",Sportswear,3,Mujer
GZ7969,Tenis Hoops 2.0,"$1,399",Sportswear,2,Mujer
GW7120,Tenis Advantage Base adidas Court,"$1,299",Sportswear,5,Mujer
HP2258,Tenis Run 60s 3.0 Lifestyle Running,"$1,499",Sportswear,8,Mujer
ID3186,Tenis OZWEEGO,"$2,999",Originals,2,Mujer
GW1962,Tenis Solarboost 5,"$2,241",Running,2,Mujer
IF3632,Tenis Superstar,"$2,199",Originals,2,Mujer
IE9674,Tenis Duramo Speed,"$1,737",Running,10,Mujer
